OID_,ID1,ID2,dist12
,87,88,0
,87,71,0
,87,73,0
,87,86,0
,87,94,0
,87,95,0
,88,72,0
,88,108,0
,88,90,0
,88,87,0
,89,74,0
,89,96,0
,89,92,0
,89,90,0
,90,72,0
,90,88,0
,90,108,0
,90,74,0
,90,89,0
,90,107,0
,90,116,0
,91,75,0
,91,97,0
,91,104,0
,91,69,0
,91,93,0
,92,69,0
,92,70,0
,92,89,0
,92,96,0
,92,93,0
,92,103,0
,93,104,0
,93,91,0
,93,92,0
,94,98,0
,94,86,0
,94,87,0
,94,95,0
,94,114,0
,95,108,0
,95,113,0
,95,87,0
,95,94,0
,95,112,0
,95,114,0
,96,89,0
,96,100,0
,96,92,0
,96,103,0
,96,116,0
,97,75,0
,97,104,0
,97,106,0
,97,99,0
,97,101,0
,97,91,0
,98,63,0
,98,110,0
,98,86,0
,98,94,0
,98,114,0
,98,109,0
,99,75,0
,99,97,0
,99,101,0
,99,102,0
,100,96,0
,100,111,0
,100,103,0
,100,116,0
,101,97,0
,101,106,0
,101,99,0
,101,102,0
,102,106,0
,102,99,0
,102,101,0
,102,120,0
,103,104,0
,103,96,0
,103,100,0
,103,111,0
,103,92,0
,103,118,0
,104,97,0
,104,106,0
,104,91,0
,104,93,0
,104,103,0
,104,118,0
,104,142,0
,105,46,0
,105,108,0
,105,113,0
,105,47,0
,106,97,0
,106,104,0
,106,119,0
,106,101,0
,106,102,0
,107,108,0
,107,47,0
,107,90,0
,107,116,0
,108,88,0
,108,113,0
,108,47,0
,108,90,0
,108,105,0
,108,107,0
,108,95,0
,109,115,0
,109,158,0
,109,61,0
,109,63,0
,109,98,0
,109,110,0
,109,123,0
,110,98,0
,110,149,0
,110,114,0
,110,121,0
,110,109,0
,110,123,0
,111,100,0
,111,126,0
,111,103,0
,111,124,0
,111,47,0
,111,116,0
,112,113,0
,112,95,0
,112,114,0
,112,121,0
,113,46,0
,113,108,0
,113,105,0
,113,45,0
,113,95,0
,113,112,0
,113,121,0
,114,98,0
,114,110,0
,114,94,0
,114,95,0
,114,112,0
,114,121,0
,115,64,0
,115,158,0
,115,61,0
,115,109,0
,115,66,0
,115,117,0
,115,68,0
,116,96,0
,116,100,0
,116,111,0
,116,47,0
,116,90,0
,116,107,0
,117,115,0
,117,48,0
,117,68,0
,118,104,0
,118,103,0
,118,124,0
,118,127,0
,118,142,0
,119,106,0
,119,131,0
,119,120,0
,119,142,0
,120,119,0
,120,131,0
,120,102,0
,120,122,0
,121,113,0
,121,110,0
,121,149,0
,121,45,0
,121,112,0
,121,114,0
,121,130,0
,121,146,0
,121,148,0
,122,167,0
,122,131,0
,122,120,0
,123,158,0
,123,110,0
,123,149,0
,123,109,0
,123,132,0
,123,133,0
,124,111,0
,124,126,0
,124,152,0
,124,118,0
,124,127,0
,125,129,0
,125,145,0
,125,126,0
,125,47,0
,125,144,0
,126,111,0
,126,152,0
,126,124,0
,126,47,0
,126,125,0
,126,144,0
,127,152,0
,127,118,0
,127,124,0
,127,142,0
,127,151,0
,128,48,0
,128,154,0
,128,153,0
,128,156,0
,129,46,0
,129,145,0
,129,47,0
,129,125,0
,129,130,0
,130,129,0
,130,45,0
,130,121,0
,130,141,0
,131,167,0
,131,119,0
,131,143,0
,131,120,0
,131,122,0
,131,142,0
,132,178,0
,132,149,0
,132,123,0
,132,133,0
,133,178,0
,133,158,0
,133,123,0
,133,132,0
,134,251,0
,134,282,0
,134,255,0
,134,264,0
,134,278,0
,134,252,0
,134,135,0
,134,137,0
,134,269,0
,134,302,0
,135,134,0
,135,137,0
,135,269,0
,136,138,0
,136,139,0
,136,258,0
,136,274,0
,136,280,0
,136,281,0
,137,134,0
,137,138,0
,137,135,0
,137,302,0
,138,249,0
,138,250,0
,138,320,0
,138,137,0
,138,269,0
,138,302,0
,138,136,0
,138,258,0
,138,280,0
,138,295,0
,139,37,0
,139,136,0
,139,274,0
,139,284,0
,140,35,0
,140,268,0
,140,301,0
,140,266,0
,140,290,0
,140,294,0
,140,298,0
,141,145,0
,141,147,0
,141,130,0
,141,146,0
,142,104,0
,142,119,0
,142,131,0
,142,143,0
,142,118,0
,142,127,0
,142,150,0
,142,151,0
,142,159,0
,143,167,0
,143,131,0
,143,157,0
,143,142,0
,143,159,0
,144,145,0
,144,170,0
,144,172,0
,144,126,0
,144,152,0
,144,125,0
,144,162,0
,145,129,0
,145,147,0
,145,164,0
,145,172,0
,145,125,0
,145,144,0
,145,141,0
,146,147,0
,146,31,0
,146,121,0
,146,141,0
,146,148,0
,146,161,0
,146,163,0
,147,145,0
,147,164,0
,147,177,0
,147,141,0
,147,146,0
,147,161,0
,148,149,0
,148,121,0
,148,146,0
,148,163,0
,149,175,0
,149,178,0
,149,110,0
,149,121,0
,149,148,0
,149,123,0
,149,132,0
,150,142,0
,150,151,0
,150,159,0
,150,160,0
,151,152,0
,151,127,0
,151,142,0
,151,150,0
,151,160,0
,152,170,0
,152,126,0
,152,124,0
,152,127,0
,152,151,0
,152,144,0
,153,158,0
,153,128,0
,153,154,0
,154,128,0
,154,153,0
,154,155,0
,155,154,0
,155,156,0
,156,48,0
,156,128,0
,156,155,0
,157,165,0
,157,166,0
,157,167,0
,157,143,0
,157,159,0
,158,178,0
,158,115,0
,158,109,0
,158,123,0
,158,133,0
,158,48,0
,158,153,0
,159,166,0
,159,168,0
,159,143,0
,159,157,0
,159,142,0
,159,150,0
,159,160,0
,160,168,0
,160,169,0
,160,170,0
,160,171,0
,160,150,0
,160,151,0
,160,159,0
,161,147,0
,161,177,0
,161,31,0
,161,146,0
,162,170,0
,162,172,0
,162,174,0
,162,144,0
,230,231,0
,230,212,0
,230,246,0
,230,270,0
,230,209,0
,231,256,0
,231,212,0
,231,84,0
,231,229,0
,231,230,0
,232,203,0
,232,212,0
,232,202,0
,232,189,0
,233,210,0
,233,78,0
,234,249,0
,234,193,0
,234,81,0
,234,195,0
,234,238,0
,234,77,0
,234,194,0
,234,242,0
,235,197,0
,235,237,0
,235,81,0
,235,186,0
,235,238,0
,308,293,0
,308,316,0
,308,313,0
,308,315,0
,309,314,0
,309,299,0
,309,304,0
,310,293,0
,310,302,0
,310,315,0
,310,324,0
,311,292,0
,311,312,0
,311,300,0
,311,296,0
,311,319,0
,312,300,0
,312,311,0
,312,303,0
,312,321,0
,313,308,0
,313,293,0
,313,316,0
,313,322,0
,313,291,0
,313,307,0
,313,317,0
,163,31,0
,163,175,0
,163,146,0
,163,148,0
,164,145,0
,164,147,0
,164,177,0
,164,172,0
,164,176,0
,165,166,0
,165,167,0
,165,189,0
,165,157,0
,166,165,0
,166,168,0
,166,185,0
,166,189,0
,166,157,0
,166,159,0
,167,165,0
,167,187,0
,167,50,0
,167,131,0
,167,143,0
,167,122,0
,167,157,0
,168,166,0
,168,169,0
,168,185,0
,168,200,0
,168,159,0
,168,160,0
,169,168,0
,169,171,0
,169,49,0
,169,200,0
,169,160,0
,170,171,0
,170,174,0
,170,51,0
,170,183,0
,170,152,0
,170,160,0
,170,144,0
,170,162,0
,171,169,0
,171,170,0
,171,51,0
,171,160,0
,172,145,0
,172,164,0
,172,173,0
,172,174,0
,172,176,0
,172,144,0
,172,162,0
,173,172,0
,173,174,0
,173,176,0
,173,183,0
,173,184,0
,174,170,0
,174,172,0
,174,173,0
,174,183,0
,174,162,0
,175,31,0
,175,178,0
,175,181,0
,175,149,0
,175,163,0
,176,164,0
,176,177,0
,176,191,0
,176,172,0
,176,173,0
,176,184,0
,177,147,0
,177,164,0
,177,191,0
,177,176,0
,177,31,0
,177,179,0
,177,161,0
,178,175,0
,178,181,0
,178,194,0
,178,158,0
,178,149,0
,178,132,0
,178,133,0
,179,177,0
,179,31,0
,179,180,0
,179,182,0
,180,181,0
,180,179,0
,180,182,0
,180,195,0
,181,175,0
,181,178,0
,181,193,0
,181,180,0
,181,194,0
,182,191,0
,182,179,0
,182,180,0
,182,186,0
,182,195,0
,183,170,0
,183,173,0
,183,174,0
,183,51,0
,183,192,0
,183,184,0
,183,188,0
,184,191,0
,184,173,0
,184,176,0
,184,183,0
,184,190,0
,185,166,0
,185,168,0
,185,203,0
,185,189,0
,185,200,0
,186,191,0
,186,197,0
,186,81,0
,186,235,0
,186,182,0
,186,195,0
,187,167,0
,187,196,0
,187,202,0
,187,50,0
,188,192,0
,188,183,0
,188,190,0
,188,199,0
,189,165,0
,189,166,0
,189,185,0
,189,203,0
,189,202,0
,189,50,0
,189,232,0
,190,191,0
,190,184,0
,190,188,0
,190,198,0
,190,199,0
,191,177,0
,191,197,0
,191,176,0
,191,184,0
,191,190,0
,191,182,0
,191,186,0
,192,51,0
,192,236,0
,192,204,0
,192,183,0
,192,188,0
,192,199,0
,193,234,0
,193,181,0
,193,195,0
,193,194,0
,194,178,0
,194,234,0
,194,181,0
,194,193,0
,194,77,0
,195,234,0
,195,193,0
,195,81,0
,195,180,0
,195,182,0
,195,186,0
,196,187,0
,196,202,0
,197,191,0
,197,237,0
,197,198,0
,197,235,0
,197,186,0
,198,197,0
,198,237,0
,198,76,0
,198,190,0
,198,199,0
,199,192,0
,199,236,0
,199,76,0
,199,188,0
,199,190,0
,199,198,0
,200,168,0
,200,169,0
,200,185,0
,200,203,0
,200,49,0
,200,204,0
,200,209,0
,201,205,0
,201,79,0
,201,80,0
,201,83,0
,201,206,0
,202,187,0
,202,196,0
,202,211,0
,202,50,0
,202,232,0
,202,189,0
,203,185,0
,203,212,0
,203,232,0
,203,189,0
,203,200,0
,204,51,0
,204,192,0
,204,236,0
,204,49,0
,204,200,0
,204,209,0
,205,85,0
,205,201,0
,205,79,0
,205,222,0
,205,244,0
,205,206,0
,206,85,0
,206,201,0
,206,205,0
,206,83,0
,206,226,0
,207,221,0
,207,76,0
,207,214,0
,207,223,0
,207,240,0
,208,249,0
,208,219,0
,208,238,0
,209,212,0
,209,230,0
,209,246,0
,209,247,0
,209,221,0
,209,200,0
,209,204,0
,210,233,0
,210,227,0
,210,78,0
,210,243,0
,210,222,0
,210,245,0
,213,215,0
,213,218,0
,214,220,0
,214,239,0
,214,76,0
,214,207,0
,214,223,0
,214,225,0
,215,267,0
,215,82,0
,215,213,0
,215,218,0
,215,226,0
,216,220,0
,216,224,0
,216,219,0
,216,241,0
,217,227,0
,217,249,0
,217,250,0
,217,253,0
,217,242,0
,217,243,0
,218,259,0
,218,261,0
,218,213,0
,218,215,0
,219,224,0
,219,248,0
,219,208,0
,219,216,0
,219,238,0
,220,224,0
,220,239,0
,220,214,0
,220,225,0
,220,216,0
,220,241,0
,221,247,0
,221,263,0
,221,236,0
,221,209,0
,221,76,0
,221,207,0
,221,223,0
,221,240,0
,222,210,0
,222,279,0
,222,85,0
,222,205,0
,222,244,0
,222,245,0
,223,255,0
,223,221,0
,223,207,0
,223,214,0
,223,225,0
,223,228,0
,224,220,0
,224,251,0
,224,225,0
,224,248,0
,224,252,0
,224,216,0
,224,219,0
,225,220,0
,225,224,0
,225,255,0
,225,214,0
,225,223,0
,226,85,0
,226,267,0
,226,82,0
,226,83,0
,226,206,0
,226,215,0
,227,210,0
,227,279,0
,227,253,0
,227,217,0
,227,243,0
,228,255,0
,228,257,0
,228,263,0
,228,223,0
,229,231,0
,229,84,0
,229,260,0
,229,211,0
,236,192,0
,236,221,0
,236,204,0
,236,76,0
,236,199,0
,237,197,0
,237,239,0
,237,76,0
,237,198,0
,237,235,0
,237,238,0
,237,241,0
,238,237,0
,238,249,0
,238,234,0
,238,81,0
,238,235,0
,238,208,0
,238,219,0
,238,241,0
,239,220,0
,239,237,0
,239,214,0
,239,241,0
,240,221,0
,240,76,0
,240,207,0
,241,220,0
,241,237,0
,241,239,0
,241,216,0
,241,238,0
,242,249,0
,242,234,0
,242,77,0
,242,217,0
,242,243,0
,243,210,0
,243,227,0
,243,77,0
,243,78,0
,243,217,0
,243,242,0
,244,205,0
,244,80,0
,244,222,0
,244,245,0
,245,210,0
,245,222,0
,245,244,0
,246,230,0
,246,247,0
,246,270,0
,246,271,0
,246,209,0
,247,246,0
,247,263,0
,247,271,0
,247,221,0
,247,209,0
,248,224,0
,248,249,0
,248,252,0
,248,269,0
,248,219,0
,249,248,0
,249,250,0
,249,138,0
,249,234,0
,249,208,0
,249,238,0
,249,217,0
,249,242,0
,250,249,0
,250,253,0
,250,138,0
,250,258,0
,250,217,0
,251,134,0
,251,224,0
,251,255,0
,251,252,0
,252,134,0
,252,224,0
,252,251,0
,252,248,0
,253,227,0
,253,279,0
,253,250,0
,253,258,0
,253,217,0
,254,255,0
,254,257,0
,254,264,0
,255,134,0
,255,251,0
,255,254,0
,255,257,0
,255,264,0
,255,223,0
,255,225,0
,255,228,0
,256,231,0
,256,268,0
,256,84,0
,256,265,0
,256,266,0
,256,270,0
,257,254,0
,257,255,0
,257,263,0
,257,262,0
,257,264,0
,257,228,0
,258,279,0
,258,250,0
,258,253,0
,258,138,0
,258,136,0
,258,274,0
,259,261,0
,259,267,0
,259,272,0
,259,218,0
,261,259,0
,261,272,0
,261,218,0
,262,257,0
,262,263,0
,262,264,0
,262,275,0
,262,276,0
,263,247,0
,263,257,0
,263,273,0
,263,271,0
,263,262,0
,263,221,0
,263,228,0
,264,134,0
,264,254,0
,264,255,0
,264,257,0
,264,262,0
,264,278,0
,265,256,0
,265,84,0
,265,260,0
,265,288,0
,265,36,0
,265,266,0
,266,140,0
,266,256,0
,266,268,0
,266,265,0
,266,290,0
,267,279,0
,267,85,0
,267,259,0
,267,272,0
,267,215,0
,267,226,0
,268,140,0
,268,256,0
,268,266,0
,268,270,0
,269,134,0
,269,248,0
,269,138,0
,269,135,0
,270,35,0
,270,256,0
,270,268,0
,270,230,0
,270,246,0
,270,271,0
,271,35,0
,271,246,0
,271,247,0
,271,263,0
,271,270,0
,271,273,0
,271,285,0
,272,279,0
,272,259,0
,272,261,0
,272,267,0
,272,32,0
,273,263,0
,273,287,0
,273,271,0
,273,275,0
,274,37,0
,274,279,0
,274,136,0
,274,139,0
,274,258,0
,275,273,0
,275,33,0
,275,262,0
,275,276,0
,276,33,0
,276,262,0
,276,275,0
,276,278,0
,277,279,0
,277,34,0
,277,38,0
,278,134,0
,278,282,0
,278,33,0
,278,264,0
,278,276,0
,279,37,0
,279,227,0
,279,253,0
,279,258,0
,279,274,0
,279,85,0
,279,267,0
,279,34,0
,279,277,0
,279,38,0
,279,32,0
,279,272,0
,279,222,0
,280,138,0
,280,136,0
,280,281,0
,280,295,0
,281,292,0
,281,136,0
,281,280,0
,281,284,0
,281,297,0
,282,134,0
,282,293,0
,282,33,0
,282,278,0
,282,291,0
,282,302,0
,283,37,0
,283,292,0
,283,284,0
,283,38,0
,283,296,0
,284,37,0
,284,283,0
,284,292,0
,284,139,0
,284,281,0
,285,35,0
,285,287,0
,285,271,0
,285,289,0
,285,299,0
,286,34,0
,286,32,0
,286,303,0
,286,306,0
,287,273,0
,287,305,0
,287,285,0
,287,33,0
,287,291,0
,288,265,0
,288,36,0
,288,290,0
,289,35,0
,289,301,0
,289,285,0
,289,299,0
,289,304,0
,290,140,0
,290,288,0
,290,36,0
,290,266,0
,290,294,0
,291,282,0
,291,293,0
,291,287,0
,291,305,0
,291,33,0
,291,313,0
,291,307,0
,292,283,0
,292,281,0
,292,284,0
,292,297,0
,292,311,0
,292,296,0
,293,308,0
,293,282,0
,293,313,0
,293,291,0
,293,310,0
,293,302,0
,293,315,0
,294,140,0
,294,290,0
,294,298,0
,295,138,0
,295,320,0
,295,280,0
,295,297,0
,295,318,0
,296,283,0
,296,292,0
,296,300,0
,296,38,0
,296,311,0
,297,292,0
,297,281,0
,297,295,0
,298,140,0
,298,301,0
,298,294,0
,299,305,0
,299,309,0
,299,285,0
,299,289,0
,299,304,0
,300,34,0
,300,312,0
,300,38,0
,300,311,0
,300,296,0
,300,303,0
,301,35,0
,301,140,0
,301,298,0
,301,289,0
,301,304,0
,302,134,0
,302,282,0
,302,293,0
,302,138,0
,302,320,0
,302,137,0
,302,310,0
,303,34,0
,303,312,0
,303,300,0
,303,286,0
,303,306,0
,304,301,0
,304,309,0
,304,289,0
,304,299,0
,305,287,0
,305,314,0
,305,299,0
,305,291,0
,305,307,0
,306,286,0
,306,303,0
,306,321,0
,307,305,0
,307,313,0
,307,291,0
,307,317,0
,314,305,0
,314,309,0
,314,317,0
,315,308,0
,315,293,0
,315,316,0
,315,322,0
,315,310,0
,315,324,0
,316,308,0
,316,322,0
,316,313,0
,316,315,0
,317,322,0
,317,314,0
,317,313,0
,317,307,0
,318,320,0
,318,295,0
,318,323,0
,319,311,0
,320,138,0
,320,302,0
,320,295,0
,320,318,0
,320,323,0
,321,312,0
,321,306,0
,322,316,0
,322,313,0
,322,317,0
,322,315,0
,322,324,0
,323,320,0
,323,318,0
,324,322,0
,324,310,0
,324,315,0
,260,84,0
,260,229,0
,260,265,0
,260,211,0
,211,212,0
,211,229,0
,211,260,0
,211,202,0
,212,231,0
,212,203,0
,212,211,0
,212,232,0
,212,230,0
,212,209,0
